Transcript stable ID version	Gene stable ID	Gene stable ID version
ENSMUST00000195615.1	ENSMUSG00000039461	ENSMUSG00000039461.12
ENSMUST00000163751.9	ENSMUSG00000110195	ENSMUSG00000110195.1
ENSMUST00000211368.1	ENSMUSG00000110195	ENSMUSG00000110195.1
ENSMUST00000209537.1	ENSMUSG00000110195	ENSMUSG00000110195.1
ENSMUST00000166652.1	ENSMUSG00000110195	ENSMUSG00000110195.1
ENSMUST00000036954.8	ENSMUSG00000034486	ENSMUSG00000034486.8
ENSMUST00000219557.1	ENSMUSG00000019943	ENSMUSG00000019943.10
ENSMUST00000020107.7	ENSMUSG00000019943	ENSMUSG00000019943.10
ENSMUST00000219624.1	ENSMUSG00000019943	ENSMUSG00000019943.10
ENSMUST00000219090.1	ENSMUSG00000019943	ENSMUSG00000019943.10
ENSMUST00000220124.1	ENSMUSG00000019943	ENSMUSG00000019943.10
ENSMUST00000218948.1	ENSMUSG00000019943	ENSMUSG00000019943.10
ENSMUST00000220104.1	ENSMUSG00000019943	ENSMUSG00000019943.10
ENSMUST00000165375.2	ENSMUSG00000075394	ENSMUSG00000075394.4
ENSMUST00000100164.4	ENSMUSG00000075394	ENSMUSG00000075394.4
ENSMUST00000109488.7	ENSMUSG00000044349	ENSMUSG00000044349.16
ENSMUST00000079391.9	ENSMUSG00000029761	ENSMUSG00000029761.16
ENSMUST00000142512.7	ENSMUSG00000029761	ENSMUSG00000029761.16
ENSMUST00000115027.7	ENSMUSG00000029761	ENSMUSG00000029761.16
ENSMUST00000115026.7	ENSMUSG00000029761	ENSMUSG00000029761.16
ENSMUST00000115021.7	ENSMUSG00000029761	ENSMUSG00000029761.16
ENSMUST00000031775.12	ENSMUSG00000029761	ENSMUSG00000029761.16
ENSMUST00000123823.7	ENSMUSG00000029761	ENSMUSG00000029761.16
ENSMUST00000136907.7	ENSMUSG00000029761	ENSMUSG00000029761.16
ENSMUST00000126181.7	ENSMUSG00000029761	ENSMUSG00000029761.16
ENSMUST00000142716.2	ENSMUSG00000029761	ENSMUSG00000029761.16
ENSMUST00000029654.14	ENSMUSG00000028020	ENSMUSG00000028020.16
ENSMUST00000194085.5	ENSMUSG00000028020	ENSMUSG00000028020.16
ENSMUST00000107743.7	ENSMUSG00000028020	ENSMUSG00000028020.16
ENSMUST00000109095.7	ENSMUSG00000027523	ENSMUSG00000027523.20
ENSMUST00000109096.8	ENSMUSG00000027523	ENSMUSG00000027523.20
ENSMUST00000130940.7	ENSMUSG00000027523	ENSMUSG00000027523.20
ENSMUST00000130761.7	ENSMUSG00000027523	ENSMUSG00000027523.20
ENSMUST00000087877.10	ENSMUSG00000027523	ENSMUSG00000027523.20
ENSMUST00000080493.11	ENSMUSG00000027523	ENSMUSG00000027523.20
ENSMUST00000109088.7	ENSMUSG00000027523	ENSMUSG00000027523.20
ENSMUST00000087876.10	ENSMUSG00000027523	ENSMUSG00000027523.20
ENSMUST00000124935.7	ENSMUSG00000027523	ENSMUSG00000027523.20
ENSMUST00000156623.7	ENSMUSG00000027523	ENSMUSG00000027523.20
ENSMUST00000149016.8	ENSMUSG00000027523	ENSMUSG00000027523.20
ENSMUST00000133356.7	ENSMUSG00000027523	ENSMUSG00000027523.20
ENSMUST00000087871.10	ENSMUSG00000027523	ENSMUSG00000027523.20
ENSMUST00000148640.7	ENSMUSG00000027523	ENSMUSG00000027523.20
ENSMUST00000109085.7	ENSMUSG00000027523	ENSMUSG00000027523.20
ENSMUST00000109084.7	ENSMUSG00000027523	ENSMUSG00000027523.20
ENSMUST00000109083.1	ENSMUSG00000027523	ENSMUSG00000027523.20
ENSMUST00000238267.1	ENSMUSG00000027523	ENSMUSG00000027523.20
ENSMUST00000185956.6	ENSMUSG00000027523	ENSMUSG00000027523.20
ENSMUST00000186907.6	ENSMUSG00000027523	ENSMUSG00000027523.20
ENSMUST00000109087.7	ENSMUSG00000027523	ENSMUSG00000027523.20
ENSMUST00000180362.7	ENSMUSG00000027523	ENSMUSG00000027523.20
ENSMUST00000167912.8	ENSMUSG00000037664	ENSMUSG00000037664.13
ENSMUST00000037287.7	ENSMUSG00000037664	ENSMUSG00000037664.13
ENSMUST00000207910.1	ENSMUSG00000037664	ENSMUSG00000037664.13
ENSMUST00000208137.1	ENSMUSG00000037664	ENSMUSG00000037664.13
ENSMUST00000000314.12	ENSMUSG00000000305	ENSMUSG00000000305.12
ENSMUST00000108911.1	ENSMUSG00000000305	ENSMUSG00000000305.12
ENSMUST00000098996.1	ENSMUSG00000000305	ENSMUSG00000000305.12
ENSMUST00000027202.8	ENSMUSG00000026039	ENSMUSG00000026039.9
ENSMUST00000033004.7	ENSMUSG00000030748	ENSMUSG00000030748.9
ENSMUST00000206217.1	ENSMUSG00000030748	ENSMUSG00000030748.9
ENSMUST00000205985.1	ENSMUSG00000030748	ENSMUSG00000030748.9
ENSMUST00000034889.9	ENSMUSG00000032338	ENSMUSG00000032338.9
ENSMUST00000040134.7	ENSMUSG00000040138	ENSMUSG00000040138.7
ENSMUST00000065630.7	ENSMUSG00000053289	ENSMUSG00000053289.8
ENSMUST00000034226.7	ENSMUSG00000031774	ENSMUSG00000031774.8
ENSMUST00000212791.1	ENSMUSG00000031774	ENSMUSG00000031774.8
ENSMUST00000212507.1	ENSMUSG00000031774	ENSMUSG00000031774.8
ENSMUST00000213022.1	ENSMUSG00000031774	ENSMUSG00000031774.8
ENSMUST00000212083.1	ENSMUSG00000031774	ENSMUSG00000031774.8
ENSMUST00000213008.1	ENSMUSG00000031774	ENSMUSG00000031774.8
ENSMUST00000212159.1	ENSMUSG00000031774	ENSMUSG00000031774.8
ENSMUST00000212258.1	ENSMUSG00000031774	ENSMUSG00000031774.8
ENSMUST00000212765.1	ENSMUSG00000031774	ENSMUSG00000031774.8
ENSMUST00000212788.1	ENSMUSG00000031774	ENSMUSG00000031774.8
ENSMUST00000212547.1	ENSMUSG00000031774	ENSMUSG00000031774.8
ENSMUST00000161785.7	ENSMUSG00000047003	ENSMUSG00000047003.15
ENSMUST00000054555.9	ENSMUSG00000047003	ENSMUSG00000047003.15
ENSMUST00000161752.1	ENSMUSG00000047003	ENSMUSG00000047003.15
ENSMUST00000109421.9	ENSMUSG00000017943	ENSMUSG00000017943.15
ENSMUST00000018087.12	ENSMUSG00000017943	ENSMUSG00000017943.15
ENSMUST00000137070.1	ENSMUSG00000017943	ENSMUSG00000017943.15
ENSMUST00000109420.9	ENSMUSG00000017943	ENSMUSG00000017943.15
ENSMUST00000073490.6	ENSMUSG00000026354	ENSMUSG00000026354.8
ENSMUST00000125009.8	ENSMUSG00000049583	ENSMUSG00000049583.15
ENSMUST00000155358.2	ENSMUSG00000049583	ENSMUSG00000049583.15
ENSMUST00000107263.8	ENSMUSG00000049583	ENSMUSG00000049583.15
ENSMUST00000029046.8	ENSMUSG00000027533	ENSMUSG00000027533.10
ENSMUST00000192995.5	ENSMUSG00000032611	ENSMUSG00000032611.9
ENSMUST00000035234.5	ENSMUSG00000032611	ENSMUSG00000032611.9
ENSMUST00000208577.1	ENSMUSG00000108841	ENSMUSG00000108841.1
ENSMUST00000041618.12	ENSMUSG00000039117	ENSMUSG00000039117.16
ENSMUST00000227325.1	ENSMUSG00000039117	ENSMUSG00000039117.16
ENSMUST00000166972.8	ENSMUSG00000060279	ENSMUSG00000060279.14
ENSMUST00000107857.10	ENSMUSG00000060279	ENSMUSG00000060279.14
ENSMUST00000208472.1	ENSMUSG00000060279	ENSMUSG00000060279.14
ENSMUST00000167930.7	ENSMUSG00000060279	ENSMUSG00000060279.14
ENSMUST00000085399.12	ENSMUSG00000060279	ENSMUSG00000060279.14
ENSMUST00000034973.9	ENSMUSG00000032402	ENSMUSG00000032402.12
ENSMUST00000154323.7	ENSMUSG00000032402	ENSMUSG00000032402.12
ENSMUST00000133108.2	ENSMUSG00000032402	ENSMUSG00000032402.12
ENSMUST00000137713.7	ENSMUSG00000032402	ENSMUSG00000032402.12
ENSMUST00000022826.6	ENSMUSG00000022215	ENSMUSG00000022215.6
ENSMUST00000082429.6	ENSMUSG00000063856	ENSMUSG00000063856.7
ENSMUST00000191997.1	ENSMUSG00000063856	ENSMUSG00000063856.7
ENSMUST00000193987.1	ENSMUSG00000063856	ENSMUSG00000063856.7
ENSMUST00000096430.10	ENSMUSG00000071757	ENSMUSG00000071757.10
ENSMUST00000076592.3	ENSMUSG00000047220	ENSMUSG00000047220.5
ENSMUST00000117236.7	ENSMUSG00000022214	ENSMUSG00000022214.15
ENSMUST00000147981.1	ENSMUSG00000022214	ENSMUSG00000022214.15
ENSMUST00000133256.7	ENSMUSG00000022214	ENSMUSG00000022214.15
ENSMUST00000121622.7	ENSMUSG00000022214	ENSMUSG00000022214.15
ENSMUST00000143431.1	ENSMUSG00000022214	ENSMUSG00000022214.15
ENSMUST00000150481.7	ENSMUSG00000022214	ENSMUSG00000022214.15
ENSMUST00000072530.10	ENSMUSG00000022214	ENSMUSG00000022214.15
ENSMUST00000128490.8	ENSMUSG00000022214	ENSMUSG00000022214.15
ENSMUST00000117701.7	ENSMUSG00000022214	ENSMUSG00000022214.15
ENSMUST00000052458.2	ENSMUSG00000028584	ENSMUSG00000028584.3
ENSMUST00000041587.7	ENSMUSG00000033128	ENSMUSG00000033128.9
ENSMUST00000215093.1	ENSMUSG00000016200	ENSMUSG00000016200.14
ENSMUST00000195354.5	ENSMUSG00000016200	ENSMUSG00000016200.14
ENSMUST00000016344.8	ENSMUSG00000016200	ENSMUSG00000016200.14
ENSMUST00000035237.11	ENSMUSG00000032612	ENSMUSG00000032612.14
ENSMUST00000194959.5	ENSMUSG00000032612	ENSMUSG00000032612.14
ENSMUST00000193288.5	ENSMUSG00000032612	ENSMUSG00000032612.14
ENSMUST00000195608.1	ENSMUSG00000032612	ENSMUSG00000032612.14
ENSMUST00000102814.4	ENSMUSG00000028495	ENSMUSG00000028495.14
ENSMUST00000182341.7	ENSMUSG00000035189	ENSMUSG00000035189.17
ENSMUST00000182613.7	ENSMUSG00000035189	ENSMUSG00000035189.17
ENSMUST00000182790.7	ENSMUSG00000035189	ENSMUSG00000035189.17
ENSMUST00000182598.1	ENSMUSG00000035189	ENSMUSG00000035189.17
ENSMUST00000181976.7	ENSMUSG00000035189	ENSMUSG00000035189.17
ENSMUST00000182624.2	ENSMUSG00000035189	ENSMUSG00000035189.17
ENSMUST00000225596.1	ENSMUSG00000023387	ENSMUSG00000023387.8
ENSMUST00000024155.8	ENSMUSG00000023387	ENSMUSG00000023387.8
ENSMUST00000079584.2	ENSMUSG00000062905	ENSMUSG00000062905.2
ENSMUST00000227014.1	ENSMUSG00000062905	ENSMUSG00000062905.2
ENSMUST00000114195.7	ENSMUSG00000053062	ENSMUSG00000053062.16
ENSMUST00000098407.2	ENSMUSG00000053062	ENSMUSG00000053062.16
ENSMUST00000231910.1	ENSMUSG00000053062	ENSMUSG00000053062.16
ENSMUST00000001867.12	ENSMUSG00000001815	ENSMUSG00000001815.15
ENSMUST00000173623.1	ENSMUSG00000001815	ENSMUSG00000001815.15
ENSMUST00000103031.7	ENSMUSG00000020776	ENSMUSG00000020776.18
ENSMUST00000124828.7	ENSMUSG00000020776	ENSMUSG00000020776.18
ENSMUST00000139020.1	ENSMUSG00000020776	ENSMUSG00000020776.18
ENSMUST00000106435.8	ENSMUSG00000020776	ENSMUSG00000020776.18
ENSMUST00000143539.7	ENSMUSG00000021998	ENSMUSG00000021998.16
ENSMUST00000134114.7	ENSMUSG00000021998	ENSMUSG00000021998.16
ENSMUST00000125833.7	ENSMUSG00000021998	ENSMUSG00000021998.16
ENSMUST00000124499.7	ENSMUSG00000021998	ENSMUSG00000021998.16
ENSMUST00000145303.7	ENSMUSG00000021998	ENSMUSG00000021998.16
ENSMUST00000122840.7	ENSMUSG00000021998	ENSMUSG00000021998.16
ENSMUST00000131802.1	ENSMUSG00000021998	ENSMUSG00000021998.16
ENSMUST00000227418.1	ENSMUSG00000059375	ENSMUSG00000059375.5
ENSMUST00000079678.2	ENSMUSG00000059375	ENSMUSG00000059375.5
ENSMUST00000023510.6	ENSMUSG00000022814	ENSMUSG00000022814.6
ENSMUST00000179234.1	ENSMUSG00000059343	ENSMUSG00000059343.4
ENSMUST00000078617.4	ENSMUSG00000059343	ENSMUSG00000059343.4
ENSMUST00000037145.7	ENSMUSG00000034918	ENSMUSG00000034918.8
ENSMUST00000172122.7	ENSMUSG00000022119	ENSMUSG00000022119.15
ENSMUST00000163545.7	ENSMUSG00000022119	ENSMUSG00000022119.15
ENSMUST00000100327.9	ENSMUSG00000022119	ENSMUSG00000022119.15
ENSMUST00000022715.13	ENSMUSG00000022119	ENSMUSG00000022119.15
ENSMUST00000163499.1	ENSMUSG00000022119	ENSMUSG00000022119.15
ENSMUST00000037419.3	ENSMUSG00000041805	ENSMUSG00000041805.3
ENSMUST00000052201.8	ENSMUSG00000047534	ENSMUSG00000047534.17
ENSMUST00000222244.1	ENSMUSG00000047534	ENSMUSG00000047534.17
ENSMUST00000221296.1	ENSMUSG00000047534	ENSMUSG00000047534.17
ENSMUST00000124201.1	ENSMUSG00000047534	ENSMUSG00000047534.17
ENSMUST00000027601.10	ENSMUSG00000026355	ENSMUSG00000026355.11
ENSMUST00000190495.1	ENSMUSG00000026355	ENSMUSG00000026355.11
ENSMUST00000002445.9	ENSMUSG00000002372	ENSMUSG00000002372.9
ENSMUST00000233319.1	ENSMUSG00000002372	ENSMUSG00000002372.9
ENSMUST00000126658.7	ENSMUSG00000074653	ENSMUSG00000074653.10
ENSMUST00000108263.1	ENSMUSG00000074653	ENSMUSG00000074653.10
ENSMUST00000101433.8	ENSMUSG00000073094	ENSMUSG00000073094.9
ENSMUST00000165080.1	ENSMUSG00000073094	ENSMUSG00000073094.9
ENSMUST00000102582.7	ENSMUSG00000042010	ENSMUSG00000042010.16
ENSMUST00000146841.1	ENSMUSG00000042010	ENSMUSG00000042010.16
ENSMUST00000031583.14	ENSMUSG00000042010	ENSMUSG00000042010.16
ENSMUST00000033483.4	ENSMUSG00000031143	ENSMUSG00000031143.4
ENSMUST00000135343.1	ENSMUSG00000069227	ENSMUSG00000069227.4
ENSMUST00000099506.1	ENSMUSG00000069227	ENSMUSG00000069227.4
ENSMUST00000022616.13	ENSMUSG00000022037	ENSMUSG00000022037.15
ENSMUST00000153460.7	ENSMUSG00000022037	ENSMUSG00000022037.15
ENSMUST00000127387.7	ENSMUSG00000022037	ENSMUSG00000022037.15
ENSMUST00000138191.7	ENSMUSG00000022037	ENSMUSG00000022037.15
ENSMUST00000128539.7	ENSMUSG00000022037	ENSMUSG00000022037.15
ENSMUST00000144619.1	ENSMUSG00000022037	ENSMUSG00000022037.15
ENSMUST00000059790.10	ENSMUSG00000046862	ENSMUSG00000046862.14
ENSMUST00000132915.1	ENSMUSG00000046862	ENSMUSG00000046862.14
ENSMUST00000037356.7	ENSMUSG00000046862	ENSMUSG00000046862.14
ENSMUST00000155157.1	ENSMUSG00000046862	ENSMUSG00000046862.14
ENSMUST00000111300.7	ENSMUSG00000013973	ENSMUSG00000013973.12
ENSMUST00000111299.7	ENSMUSG00000013973	ENSMUSG00000013973.12
ENSMUST00000064950.10	ENSMUSG00000013973	ENSMUSG00000013973.12
ENSMUST00000142063.7	ENSMUSG00000013973	ENSMUSG00000013973.12
ENSMUST00000129116.7	ENSMUSG00000013973	ENSMUSG00000013973.12
ENSMUST00000135150.1	ENSMUSG00000013973	ENSMUSG00000013973.12
ENSMUST00000157015.1	ENSMUSG00000013973	ENSMUSG00000013973.12
ENSMUST00000097467.7	ENSMUSG00000013973	ENSMUSG00000013973.12
ENSMUST00000127830.1	ENSMUSG00000013973	ENSMUSG00000013973.12
ENSMUST00000154133.7	ENSMUSG00000038776	ENSMUSG00000038776.13
ENSMUST00000036928.11	ENSMUSG00000038776	ENSMUSG00000038776.13
ENSMUST00000111068.7	ENSMUSG00000038776	ENSMUSG00000038776.13
ENSMUST00000147585.1	ENSMUSG00000038776	ENSMUSG00000038776.13
ENSMUST00000089925.9	ENSMUSG00000022861	ENSMUSG00000022861.17
ENSMUST00000023578.13	ENSMUSG00000022861	ENSMUSG00000022861.17
ENSMUST00000053287.5	ENSMUSG00000051306	ENSMUSG00000051306.7
ENSMUST00000045224.13	ENSMUSG00000038007	ENSMUSG00000038007.14
ENSMUST00000084433.4	ENSMUSG00000038007	ENSMUSG00000038007.14
ENSMUST00000233357.1	ENSMUSG00000117098	ENSMUSG00000117098.1
ENSMUST00000233417.1	ENSMUSG00000117098	ENSMUSG00000117098.1
ENSMUST00000234896.1	ENSMUSG00000039521	ENSMUSG00000039521.13
ENSMUST00000234363.1	ENSMUSG00000039521	ENSMUSG00000039521.13
ENSMUST00000235116.1	ENSMUSG00000039521	ENSMUSG00000039521.13
ENSMUST00000115739.8	ENSMUSG00000039521	ENSMUSG00000039521.13
ENSMUST00000234574.1	ENSMUSG00000039521	ENSMUSG00000039521.13
ENSMUST00000115740.8	ENSMUSG00000039521	ENSMUSG00000039521.13
ENSMUST00000115738.7	ENSMUSG00000039521	ENSMUSG00000039521.13
ENSMUST00000234015.1	ENSMUSG00000039521	ENSMUSG00000039521.13
ENSMUST00000045566.6	ENSMUSG00000039521	ENSMUSG00000039521.13
ENSMUST00000143571.1	ENSMUSG00000038366	ENSMUSG00000038366.15
ENSMUST00000043843.11	ENSMUSG00000038366	ENSMUSG00000038366.15
ENSMUST00000129558.7	ENSMUSG00000038366	ENSMUSG00000038366.15
ENSMUST00000152962.7	ENSMUSG00000038366	ENSMUSG00000038366.15
ENSMUST00000146572.7	ENSMUSG00000038366	ENSMUSG00000038366.15
ENSMUST00000136723.7	ENSMUSG00000038366	ENSMUSG00000038366.15
ENSMUST00000134428.1	ENSMUSG00000038366	ENSMUSG00000038366.15
ENSMUST00000129828.7	ENSMUSG00000038366	ENSMUSG00000038366.15
ENSMUST00000127033.8	ENSMUSG00000038366	ENSMUSG00000038366.15
ENSMUST00000148280.2	ENSMUSG00000038366	ENSMUSG00000038366.15
ENSMUST00000138919.1	ENSMUSG00000038366	ENSMUSG00000038366.15
ENSMUST00000153520.2	ENSMUSG00000038366	ENSMUSG00000038366.15
ENSMUST00000155762.2	ENSMUSG00000038366	ENSMUSG00000038366.15
ENSMUST00000038446.9	ENSMUSG00000034868	ENSMUSG00000034868.9
ENSMUST00000233004.1	ENSMUSG00000034868	ENSMUSG00000034868.9
ENSMUST00000060389.9	ENSMUSG00000050079	ENSMUSG00000050079.10
ENSMUST00000212729.1	ENSMUSG00000050079	ENSMUSG00000050079.10
ENSMUST00000121101.1	ENSMUSG00000050079	ENSMUSG00000050079.10
ENSMUST00000211983.1	ENSMUSG00000050079	ENSMUSG00000050079.10
ENSMUST00000001872.4	ENSMUSG00000001819	ENSMUSG00000001819.4
ENSMUST00000148960.7	ENSMUSG00000024048	ENSMUSG00000024048.15
ENSMUST00000233089.1	ENSMUSG00000024048	ENSMUSG00000024048.15
ENSMUST00000232766.1	ENSMUSG00000024048	ENSMUSG00000024048.15
ENSMUST00000233798.1	ENSMUSG00000024048	ENSMUSG00000024048.15
ENSMUST00000024846.12	ENSMUSG00000024048	ENSMUSG00000024048.15
ENSMUST00000123686.7	ENSMUSG00000024048	ENSMUSG00000024048.15
ENSMUST00000150456.1	ENSMUSG00000024048	ENSMUSG00000024048.15
ENSMUST00000128179.1	ENSMUSG00000024048	ENSMUSG00000024048.15
ENSMUST00000038116.12	ENSMUSG00000034647	ENSMUSG00000034647.15
ENSMUST00000233978.1	ENSMUSG00000034647	ENSMUSG00000034647.15
ENSMUST00000150766.1	ENSMUSG00000034647	ENSMUSG00000034647.15
ENSMUST00000233045.1	ENSMUSG00000034647	ENSMUSG00000034647.15
ENSMUST00000029652.3	ENSMUSG00000028019	ENSMUSG00000028019.9
ENSMUST00000102590.10	ENSMUSG00000003731	ENSMUSG00000003731.13
ENSMUST00000003828.10	ENSMUSG00000003731	ENSMUSG00000003731.13
ENSMUST00000126010.1	ENSMUSG00000003731	ENSMUSG00000003731.13
ENSMUST00000229377.1	ENSMUSG00000036061	ENSMUSG00000036061.10
ENSMUST00000229371.1	ENSMUSG00000036061	ENSMUSG00000036061.10
ENSMUST00000231198.1	ENSMUSG00000036061	ENSMUSG00000036061.10
ENSMUST00000064067.8	ENSMUSG00000036061	ENSMUSG00000036061.10
ENSMUST00000168302.7	ENSMUSG00000062939	ENSMUSG00000062939.11
ENSMUST00000027277.6	ENSMUSG00000062939	ENSMUSG00000062939.11
ENSMUST00000149564.7	ENSMUSG00000034601	ENSMUSG00000034601.17
ENSMUST00000045907.15	ENSMUSG00000034601	ENSMUSG00000034601.17
ENSMUST00000060761.6	ENSMUSG00000055108	ENSMUSG00000055108.6
ENSMUST00000002452.7	ENSMUSG00000002379	ENSMUSG00000002379.7
ENSMUST00000233832.1	ENSMUSG00000002379	ENSMUSG00000002379.7
ENSMUST00000233233.1	ENSMUSG00000002379	ENSMUSG00000002379.7
ENSMUST00000026014.7	ENSMUSG00000025038	ENSMUSG00000025038.7
ENSMUST00000161240.3	ENSMUSG00000090035	ENSMUSG00000090035.3
ENSMUST00000226910.1	ENSMUSG00000091012	ENSMUSG00000091012.2
ENSMUST00000228498.1	ENSMUSG00000091012	ENSMUSG00000091012.2
ENSMUST00000228647.1	ENSMUSG00000091012	ENSMUSG00000091012.2
ENSMUST00000227332.1	ENSMUSG00000091012	ENSMUSG00000091012.2
ENSMUST00000226262.1	ENSMUSG00000091012	ENSMUSG00000091012.2
ENSMUST00000226999.1	ENSMUSG00000091012	ENSMUSG00000091012.2
ENSMUST00000074381.5	ENSMUSG00000091012	ENSMUSG00000091012.2
ENSMUST00000027015.6	ENSMUSG00000025888	ENSMUSG00000025888.6
ENSMUST00000238505.1	ENSMUSG00000025888	ENSMUSG00000025888.6
ENSMUST00000162036.7	ENSMUSG00000034544	ENSMUSG00000034544.17
ENSMUST00000162362.7	ENSMUSG00000034544	ENSMUSG00000034544.17
ENSMUST00000065074.13	ENSMUSG00000034544	ENSMUSG00000034544.17
ENSMUST00000065047.12	ENSMUSG00000034544	ENSMUSG00000034544.17
ENSMUST00000046542.12	ENSMUSG00000034544	ENSMUSG00000034544.17
ENSMUST00000162693.7	ENSMUSG00000034544	ENSMUSG00000034544.17
ENSMUST00000161726.1	ENSMUSG00000034544	ENSMUSG00000034544.17
ENSMUST00000160504.1	ENSMUSG00000034544	ENSMUSG00000034544.17
ENSMUST00000020113.14	ENSMUSG00000019952	ENSMUSG00000019952.15
ENSMUST00000159228.7	ENSMUSG00000019952	ENSMUSG00000019952.15
ENSMUST00000159990.1	ENSMUSG00000019952	ENSMUSG00000019952.15
ENSMUST00000067931.6	ENSMUSG00000054723	ENSMUSG00000054723.6
ENSMUST00000164907.2	ENSMUSG00000054723	ENSMUSG00000054723.6
ENSMUST00000233400.1	ENSMUSG00000054723	ENSMUSG00000054723.6
ENSMUST00000233208.1	ENSMUSG00000054723	ENSMUSG00000054723.6
ENSMUST00000118152.7	ENSMUSG00000009575	ENSMUSG00000009575.14
ENSMUST00000108813.9	ENSMUSG00000009575	ENSMUSG00000009575.14
ENSMUST00000122182.1	ENSMUSG00000009575	ENSMUSG00000009575.14
ENSMUST00000127191.1	ENSMUSG00000009575	ENSMUSG00000009575.14
ENSMUST00000111289.7	ENSMUSG00000013997	ENSMUSG00000013997.10
ENSMUST00000111295.7	ENSMUSG00000013997	ENSMUSG00000013997.10
ENSMUST00000111296.7	ENSMUSG00000013997	ENSMUSG00000013997.10
ENSMUST00000148339.1	ENSMUSG00000013997	ENSMUSG00000013997.10
ENSMUST00000156856.7	ENSMUSG00000013997	ENSMUSG00000013997.10
ENSMUST00000019859.8	ENSMUSG00000019715	ENSMUSG00000019715.14
ENSMUST00000028755.7	ENSMUSG00000027293	ENSMUSG00000027293.13
ENSMUST00000233893.1	ENSMUSG00000024049	ENSMUSG00000024049.15
ENSMUST00000073211.12	ENSMUSG00000024049	ENSMUSG00000024049.15
ENSMUST00000179759.2	ENSMUSG00000024049	ENSMUSG00000024049.15
ENSMUST00000024847.13	ENSMUSG00000024049	ENSMUSG00000024049.15
ENSMUST00000023064.8	ENSMUSG00000022428	ENSMUSG00000022428.8
ENSMUST00000128302.7	ENSMUSG00000055067	ENSMUSG00000055067.15
ENSMUST00000111134.1	ENSMUSG00000055067	ENSMUSG00000055067.15
ENSMUST00000194237.1	ENSMUSG00000055067	ENSMUSG00000055067.15
ENSMUST00000216392.1	ENSMUSG00000099486	ENSMUSG00000099486.3
ENSMUST00000215447.1	ENSMUSG00000099486	ENSMUSG00000099486.3
ENSMUST00000190757.2	ENSMUSG00000099486	ENSMUSG00000099486.3
ENSMUST00000109611.7	ENSMUSG00000013338	ENSMUSG00000013338.16
ENSMUST00000132912.1	ENSMUSG00000013338	ENSMUSG00000013338.16
ENSMUST00000102546.3	ENSMUSG00000037157	ENSMUSG00000037157.8
ENSMUST00000051014.1	ENSMUSG00000034584	ENSMUSG00000034584.3
ENSMUST00000036127.8	ENSMUSG00000033249	ENSMUSG00000033249.10
ENSMUST00000172525.7	ENSMUSG00000033249	ENSMUSG00000033249.10
ENSMUST00000174837.7	ENSMUSG00000033249	ENSMUSG00000033249.10
ENSMUST00000173859.1	ENSMUSG00000033249	ENSMUSG00000033249.10
ENSMUST00000163734.8	ENSMUSG00000033249	ENSMUSG00000033249.10
ENSMUST00000177824.7	ENSMUSG00000026601	ENSMUSG00000026601.14
ENSMUST00000178036.7	ENSMUSG00000026601	ENSMUSG00000026601.14
ENSMUST00000213088.1	ENSMUSG00000026601	ENSMUSG00000026601.14
ENSMUST00000212747.1	ENSMUSG00000026601	ENSMUSG00000026601.14
ENSMUST00000180173.1	ENSMUSG00000026601	ENSMUSG00000026601.14
ENSMUST00000179985.7	ENSMUSG00000026601	ENSMUSG00000026601.14
ENSMUST00000179744.1	ENSMUSG00000026601	ENSMUSG00000026601.14
ENSMUST00000214593.2	ENSMUSG00000075095	ENSMUSG00000075095.5
ENSMUST00000213883.1	ENSMUSG00000075095	ENSMUSG00000075095.5
ENSMUST00000099788.2	ENSMUSG00000075095	ENSMUSG00000075095.5
ENSMUST00000162098.8	ENSMUSG00000027833	ENSMUSG00000027833.16
ENSMUST00000029422.13	ENSMUSG00000027833	ENSMUSG00000027833.16
ENSMUST00000162060.8	ENSMUSG00000027833	ENSMUSG00000027833.16
ENSMUST00000162439.7	ENSMUSG00000027833	ENSMUSG00000027833.16
ENSMUST00000195261.1	ENSMUSG00000027833	ENSMUSG00000027833.16
ENSMUST00000147434.6	ENSMUSG00000066137	ENSMUSG00000066137.12
ENSMUST00000084480.5	ENSMUSG00000066137	ENSMUSG00000066137.12
ENSMUST00000071207.13	ENSMUSG00000011658	ENSMUSG00000011658.16
ENSMUST00000209132.1	ENSMUSG00000011658	ENSMUSG00000011658.16
ENSMUST00000207069.1	ENSMUSG00000011658	ENSMUSG00000011658.16
ENSMUST00000209039.1	ENSMUSG00000011658	ENSMUSG00000011658.16
ENSMUST00000207939.2	ENSMUSG00000011658	ENSMUSG00000011658.16
ENSMUST00000207485.1	ENSMUSG00000011658	ENSMUSG00000011658.16
ENSMUST00000208179.1	ENSMUSG00000011658	ENSMUSG00000011658.16
ENSMUST00000209163.1	ENSMUSG00000011658	ENSMUSG00000011658.16
ENSMUST00000044752.5	ENSMUSG00000039481	ENSMUSG00000039481.5
ENSMUST00000175681.2	ENSMUSG00000092083	ENSMUSG00000092083.4
ENSMUST00000170146.2	ENSMUSG00000092083	ENSMUSG00000092083.4
ENSMUST00000227749.1	ENSMUSG00000060699	ENSMUSG00000060699.2
ENSMUST00000227354.1	ENSMUSG00000060699	ENSMUSG00000060699.2
ENSMUST00000227961.1	ENSMUSG00000060699	ENSMUSG00000060699.2
