Transcript stable ID version	Gene stable ID	Gene stable ID version
ENSMUST00000186358.5	ENSMUSG00000047407	ENSMUSG00000047407.17
ENSMUST00000166395.8	ENSMUSG00000047407	ENSMUSG00000047407.17
ENSMUST00000118283.7	ENSMUSG00000047407	ENSMUSG00000047407.17
ENSMUST00000127719.1	ENSMUSG00000047407	ENSMUSG00000047407.17
ENSMUST00000156484.1	ENSMUSG00000047407	ENSMUSG00000047407.17
ENSMUST00000135007.2	ENSMUSG00000047407	ENSMUSG00000047407.17
ENSMUST00000134654.1	ENSMUSG00000047407	ENSMUSG00000047407.17
ENSMUST00000172229.7	ENSMUSG00000047407	ENSMUSG00000047407.17
ENSMUST00000216584.1	ENSMUSG00000059867	ENSMUSG00000059867.3
ENSMUST00000077060.2	ENSMUSG00000059867	ENSMUSG00000059867.3
ENSMUST00000008052.12	ENSMUSG00000007908	ENSMUSG00000007908.14
ENSMUST00000183425.7	ENSMUSG00000007908	ENSMUSG00000007908.14
ENSMUST00000183979.7	ENSMUSG00000007908	ENSMUSG00000007908.14
ENSMUST00000117981.2	ENSMUSG00000007908	ENSMUSG00000007908.14
ENSMUST00000090006.11	ENSMUSG00000025809	ENSMUSG00000025809.15
ENSMUST00000149116.1	ENSMUSG00000025809	ENSMUSG00000025809.15
ENSMUST00000165242.3	ENSMUSG00000033216	ENSMUSG00000033216.9
ENSMUST00000205179.2	ENSMUSG00000033216	ENSMUSG00000033216.9
ENSMUST00000203213.2	ENSMUSG00000033216	ENSMUSG00000033216.9
ENSMUST00000204459.2	ENSMUSG00000033216	ENSMUSG00000033216.9
ENSMUST00000203886.1	ENSMUSG00000033216	ENSMUSG00000033216.9
ENSMUST00000164010.7	ENSMUSG00000004661	ENSMUSG00000004661.15
ENSMUST00000171444.7	ENSMUSG00000004661	ENSMUSG00000004661.15
ENSMUST00000171949.1	ENSMUSG00000004661	ENSMUSG00000004661.15
ENSMUST00000098686.3	ENSMUSG00000004661	ENSMUSG00000004661.15
ENSMUST00000170477.1	ENSMUSG00000004661	ENSMUSG00000004661.15
ENSMUST00000004780.15	ENSMUSG00000004661	ENSMUSG00000004661.15
ENSMUST00000172164.9	ENSMUSG00000022756	ENSMUSG00000022756.17
ENSMUST00000063544.10	ENSMUSG00000022756	ENSMUSG00000022756.17
ENSMUST00000232385.1	ENSMUSG00000022756	ENSMUSG00000022756.17
ENSMUST00000231615.1	ENSMUSG00000022756	ENSMUSG00000022756.17
ENSMUST00000232226.1	ENSMUSG00000022756	ENSMUSG00000022756.17
ENSMUST00000231645.1	ENSMUSG00000022756	ENSMUSG00000022756.17
ENSMUST00000231552.1	ENSMUSG00000022756	ENSMUSG00000022756.17
ENSMUST00000231283.1	ENSMUSG00000022756	ENSMUSG00000022756.17
ENSMUST00000232336.1	ENSMUSG00000022756	ENSMUSG00000022756.17
ENSMUST00000232186.1	ENSMUSG00000022756	ENSMUSG00000022756.17
ENSMUST00000115261.2	ENSMUSG00000079644	ENSMUSG00000079644.2
ENSMUST00000047206.6	ENSMUSG00000040852	ENSMUSG00000040852.6
ENSMUST00000005953.10	ENSMUSG00000005803	ENSMUSG00000005803.14
ENSMUST00000124460.1	ENSMUSG00000005803	ENSMUSG00000005803.14
ENSMUST00000147475.1	ENSMUSG00000005803	ENSMUSG00000005803.14
ENSMUST00000110506.8	ENSMUSG00000005803	ENSMUSG00000005803.14
ENSMUST00000176343.1	ENSMUSG00000005803	ENSMUSG00000005803.14
ENSMUST00000160236.7	ENSMUSG00000072663	ENSMUSG00000072663.12
ENSMUST00000208854.1	ENSMUSG00000072663	ENSMUSG00000072663.12
ENSMUST00000041840.13	ENSMUSG00000072663	ENSMUSG00000072663.12
ENSMUST00000159093.7	ENSMUSG00000072663	ENSMUSG00000072663.12
ENSMUST00000162780.7	ENSMUSG00000072663	ENSMUSG00000072663.12
ENSMUST00000159368.1	ENSMUSG00000072663	ENSMUSG00000072663.12
ENSMUST00000027775.8	ENSMUSG00000026495	ENSMUSG00000026495.8
ENSMUST00000190736.6	ENSMUSG00000026353	ENSMUSG00000026353.9
ENSMUST00000027592.5	ENSMUSG00000026353	ENSMUSG00000026353.9
ENSMUST00000032421.3	ENSMUSG00000030283	ENSMUSG00000030283.7
ENSMUST00000034051.6	ENSMUSG00000031634	ENSMUSG00000031634.13
ENSMUST00000150943.1	ENSMUSG00000031634	ENSMUSG00000031634.13
ENSMUST00000147495.7	ENSMUSG00000048537	ENSMUSG00000048537.16
ENSMUST00000144251.7	ENSMUSG00000048537	ENSMUSG00000048537.16
ENSMUST00000156918.7	ENSMUSG00000048537	ENSMUSG00000048537.16
ENSMUST00000128326.7	ENSMUSG00000048537	ENSMUSG00000048537.16
ENSMUST00000138356.7	ENSMUSG00000048537	ENSMUSG00000048537.16
ENSMUST00000034611.14	ENSMUSG00000048537	ENSMUSG00000048537.16
ENSMUST00000135436.7	ENSMUSG00000048537	ENSMUSG00000048537.16
ENSMUST00000148344.7	ENSMUSG00000048537	ENSMUSG00000048537.16
ENSMUST00000134465.7	ENSMUSG00000048537	ENSMUSG00000048537.16
ENSMUST00000123310.7	ENSMUSG00000048537	ENSMUSG00000048537.16
ENSMUST00000154723.2	ENSMUSG00000048537	ENSMUSG00000048537.16
ENSMUST00000123406.7	ENSMUSG00000048537	ENSMUSG00000048537.16
ENSMUST00000148929.1	ENSMUSG00000048537	ENSMUSG00000048537.16
ENSMUST00000163991.3	ENSMUSG00000071724	ENSMUSG00000071724.5
ENSMUST00000112979.3	ENSMUSG00000040828	ENSMUSG00000040828.10
ENSMUST00000233947.1	ENSMUSG00000040828	ENSMUSG00000040828.10
ENSMUST00000080299.6	ENSMUSG00000022634	ENSMUSG00000022634.9
ENSMUST00000037361.8	ENSMUSG00000038793	ENSMUSG00000038793.8
ENSMUST00000171002.9	ENSMUSG00000022758	ENSMUSG00000022758.14
ENSMUST00000023441.10	ENSMUSG00000022758	ENSMUSG00000022758.14
ENSMUST00000214255.1	ENSMUSG00000075210	ENSMUSG00000075210.4
ENSMUST00000214958.1	ENSMUSG00000075210	ENSMUSG00000075210.4
ENSMUST00000099916.1	ENSMUSG00000075210	ENSMUSG00000075210.4
ENSMUST00000121146.9	ENSMUSG00000060985	ENSMUSG00000060985.15
ENSMUST00000167528.8	ENSMUSG00000060985	ENSMUSG00000060985.15
ENSMUST00000141760.3	ENSMUSG00000060985	ENSMUSG00000060985.15
ENSMUST00000074408.6	ENSMUSG00000062157	ENSMUSG00000062157.6
ENSMUST00000103099.7	ENSMUSG00000017119	ENSMUSG00000017119.19
ENSMUST00000147239.7	ENSMUSG00000017119	ENSMUSG00000017119.19
ENSMUST00000103098.8	ENSMUSG00000017119	ENSMUSG00000017119.19
ENSMUST00000107213.7	ENSMUSG00000017119	ENSMUSG00000017119.19
ENSMUST00000107208.7	ENSMUSG00000017119	ENSMUSG00000017119.19
ENSMUST00000107212.7	ENSMUSG00000017119	ENSMUSG00000017119.19
ENSMUST00000127421.7	ENSMUSG00000017119	ENSMUSG00000017119.19
ENSMUST00000149019.1	ENSMUSG00000017119	ENSMUSG00000017119.19
ENSMUST00000107218.9	ENSMUSG00000017119	ENSMUSG00000017119.19
ENSMUST00000071537.12	ENSMUSG00000017119	ENSMUSG00000017119.19
ENSMUST00000171340.8	ENSMUSG00000022562	ENSMUSG00000022562.15
ENSMUST00000164189.1	ENSMUSG00000022562	ENSMUSG00000022562.15
ENSMUST00000210024.1	ENSMUSG00000022562	ENSMUSG00000022562.15
ENSMUST00000165279.1	ENSMUSG00000022562	ENSMUSG00000022562.15
ENSMUST00000023222.12	ENSMUSG00000022562	ENSMUSG00000022562.15
ENSMUST00000044415.15	ENSMUSG00000039263	ENSMUSG00000039263.16
ENSMUST00000213453.2	ENSMUSG00000059379	ENSMUSG00000059379.3
ENSMUST00000076250.1	ENSMUSG00000059379	ENSMUSG00000059379.3
ENSMUST00000116584.1	ENSMUSG00000022889	ENSMUSG00000022889.7
ENSMUST00000046908.9	ENSMUSG00000035399	ENSMUSG00000035399.12
ENSMUST00000127038.1	ENSMUSG00000035399	ENSMUSG00000035399.12
ENSMUST00000104954.8	ENSMUSG00000035399	ENSMUSG00000035399.12
ENSMUST00000216397.2	ENSMUSG00000053287	ENSMUSG00000053287.4
ENSMUST00000065626.2	ENSMUSG00000053287	ENSMUSG00000053287.4
ENSMUST00000040465.10	ENSMUSG00000036960	ENSMUSG00000036960.10
ENSMUST00000198993.1	ENSMUSG00000036960	ENSMUSG00000036960.10
ENSMUST00000004770.6	ENSMUSG00000004651	ENSMUSG00000004651.6
ENSMUST00000207834.1	ENSMUSG00000004651	ENSMUSG00000004651.6
ENSMUST00000180339.7	ENSMUSG00000031938	ENSMUSG00000031938.15
ENSMUST00000034414.9	ENSMUSG00000031938	ENSMUSG00000031938.15
ENSMUST00000178977.8	ENSMUSG00000031938	ENSMUSG00000031938.15
ENSMUST00000216955.1	ENSMUSG00000031938	ENSMUSG00000031938.15
ENSMUST00000217042.1	ENSMUSG00000031938	ENSMUSG00000031938.15
ENSMUST00000162160.7	ENSMUSG00000022635	ENSMUSG00000022635.9
ENSMUST00000076070.8	ENSMUSG00000022635	ENSMUSG00000022635.9
ENSMUST00000001700.6	ENSMUSG00000001655	ENSMUSG00000001655.6
ENSMUST00000053558.9	ENSMUSG00000050914	ENSMUSG00000050914.16
ENSMUST00000055562.2	ENSMUSG00000050328	ENSMUSG00000050328.2
ENSMUST00000137823.7	ENSMUSG00000056342	ENSMUSG00000056342.16
ENSMUST00000129368.2	ENSMUSG00000056342	ENSMUSG00000056342.16
ENSMUST00000130131.1	ENSMUSG00000056342	ENSMUSG00000056342.16
ENSMUST00000180046.7	ENSMUSG00000056342	ENSMUSG00000056342.16
ENSMUST00000140631.1	ENSMUSG00000030990	ENSMUSG00000030990.18
ENSMUST00000120879.7	ENSMUSG00000030990	ENSMUSG00000030990.18
ENSMUST00000146996.7	ENSMUSG00000030990	ENSMUSG00000030990.18
ENSMUST00000143541.7	ENSMUSG00000030990	ENSMUSG00000030990.18
ENSMUST00000153020.7	ENSMUSG00000030990	ENSMUSG00000030990.18
ENSMUST00000156529.7	ENSMUSG00000030990	ENSMUSG00000030990.18
ENSMUST00000138479.7	ENSMUSG00000030990	ENSMUSG00000030990.18
ENSMUST00000126914.7	ENSMUSG00000030990	ENSMUSG00000030990.18
ENSMUST00000033292.13	ENSMUSG00000030990	ENSMUSG00000030990.18
ENSMUST00000146559.1	ENSMUSG00000030990	ENSMUSG00000030990.18
ENSMUST00000138753.7	ENSMUSG00000030990	ENSMUSG00000030990.18
ENSMUST00000142873.7	ENSMUSG00000030990	ENSMUSG00000030990.18
ENSMUST00000120119.8	ENSMUSG00000030990	ENSMUSG00000030990.18
ENSMUST00000191899.5	ENSMUSG00000039952	ENSMUSG00000039952.15
ENSMUST00000080435.8	ENSMUSG00000039952	ENSMUSG00000039952.15
ENSMUST00000166905.7	ENSMUSG00000039952	ENSMUSG00000039952.15
ENSMUST00000171412.6	ENSMUSG00000039952	ENSMUSG00000039952.15
ENSMUST00000195429.5	ENSMUSG00000039952	ENSMUSG00000039952.15
ENSMUST00000194698.1	ENSMUSG00000039952	ENSMUSG00000039952.15
ENSMUST00000161017.7	ENSMUSG00000026494	ENSMUSG00000026494.12
ENSMUST00000160789.1	ENSMUSG00000026494	ENSMUSG00000026494.12
ENSMUST00000132123.7	ENSMUSG00000028842	ENSMUSG00000028842.15
ENSMUST00000069097.12	ENSMUSG00000028842	ENSMUSG00000028842.15
ENSMUST00000127831.1	ENSMUSG00000028842	ENSMUSG00000028842.15
ENSMUST00000084264.11	ENSMUSG00000053841	ENSMUSG00000053841.15
ENSMUST00000133803.7	ENSMUSG00000053841	ENSMUSG00000053841.15
ENSMUST00000154105.7	ENSMUSG00000053841	ENSMUSG00000053841.15
ENSMUST00000132217.7	ENSMUSG00000053841	ENSMUSG00000053841.15
ENSMUST00000130017.1	ENSMUSG00000053841	ENSMUSG00000053841.15
ENSMUST00000046425.15	ENSMUSG00000053841	ENSMUSG00000053841.15
ENSMUST00000110380.7	ENSMUSG00000031637	ENSMUSG00000031637.13
ENSMUST00000066451.9	ENSMUSG00000031637	ENSMUSG00000031637.13
ENSMUST00000110381.8	ENSMUSG00000031637	ENSMUSG00000031637.13
ENSMUST00000063508.14	ENSMUSG00000025892	ENSMUSG00000025892.16
ENSMUST00000212533.1	ENSMUSG00000025892	ENSMUSG00000025892.16
ENSMUST00000163309.1	ENSMUSG00000025892	ENSMUSG00000025892.16
ENSMUST00000027020.12	ENSMUSG00000025892	ENSMUSG00000025892.16
ENSMUST00000057927.9	ENSMUSG00000044562	ENSMUSG00000044562.12
ENSMUST00000028781.8	ENSMUSG00000027312	ENSMUSG00000027312.14
ENSMUST00000233580.1	ENSMUSG00000024098	ENSMUSG00000024098.6
ENSMUST00000024906.5	ENSMUSG00000024098	ENSMUSG00000024098.6
ENSMUST00000233663.1	ENSMUSG00000024098	ENSMUSG00000024098.6
ENSMUST00000059045.7	ENSMUSG00000034259	ENSMUSG00000034259.8
ENSMUST00000022553.5	ENSMUSG00000021981	ENSMUSG00000021981.10
ENSMUST00000225595.1	ENSMUSG00000021981	ENSMUSG00000021981.10
ENSMUST00000223678.1	ENSMUSG00000021981	ENSMUSG00000021981.10
ENSMUST00000224893.1	ENSMUSG00000021981	ENSMUSG00000021981.10
ENSMUST00000081339.12	ENSMUSG00000058392	ENSMUSG00000058392.13
ENSMUST00000225551.1	ENSMUSG00000024981	ENSMUSG00000024981.6
ENSMUST00000043150.5	ENSMUSG00000024981	ENSMUSG00000024981.6
ENSMUST00000225454.1	ENSMUSG00000024981	ENSMUSG00000024981.6
ENSMUST00000224414.1	ENSMUSG00000024981	ENSMUSG00000024981.6
ENSMUST00000219295.1	ENSMUSG00000059106	ENSMUSG00000059106.5
ENSMUST00000076548.5	ENSMUSG00000059106	ENSMUSG00000059106.5
ENSMUST00000074880.5	ENSMUSG00000059383	ENSMUSG00000059383.14
ENSMUST00000109235.7	ENSMUSG00000039536	ENSMUSG00000039536.16
ENSMUST00000049412.11	ENSMUSG00000039536	ENSMUSG00000039536.16
ENSMUST00000109238.8	ENSMUSG00000039536	ENSMUSG00000039536.16
ENSMUST00000109236.8	ENSMUSG00000039536	ENSMUSG00000039536.16
ENSMUST00000064076.5	ENSMUSG00000040086	ENSMUSG00000040086.13
ENSMUST00000034415.5	ENSMUSG00000031939	ENSMUSG00000031939.16
ENSMUST00000215124.1	ENSMUSG00000031939	ENSMUSG00000031939.16
ENSMUST00000164079.8	ENSMUSG00000031939	ENSMUSG00000031939.16
ENSMUST00000216109.1	ENSMUSG00000031939	ENSMUSG00000031939.16
ENSMUST00000214316.1	ENSMUSG00000031939	ENSMUSG00000031939.16
ENSMUST00000033100.4	ENSMUSG00000064158	ENSMUSG00000064158.6
ENSMUST00000097474.8	ENSMUSG00000040723	ENSMUSG00000040723.14
ENSMUST00000040357.10	ENSMUSG00000040723	ENSMUSG00000040723.14
ENSMUST00000193714.1	ENSMUSG00000040723	ENSMUSG00000040723.14
ENSMUST00000001701.3	ENSMUSG00000001656	ENSMUSG00000001656.3
ENSMUST00000234052.1	ENSMUSG00000056121	ENSMUSG00000056121.16
ENSMUST00000234029.1	ENSMUSG00000056121	ENSMUSG00000056121.16
ENSMUST00000234530.1	ENSMUSG00000056121	ENSMUSG00000056121.16
ENSMUST00000070039.13	ENSMUSG00000056121	ENSMUSG00000056121.16
ENSMUST00000112487.2	ENSMUSG00000056121	ENSMUSG00000056121.16
ENSMUST00000096356.4	ENSMUSG00000071714	ENSMUSG00000071714.7
ENSMUST00000230115.2	ENSMUSG00000071714	ENSMUSG00000071714.7
ENSMUST00000161847.7	ENSMUSG00000026519	ENSMUSG00000026519.16
ENSMUST00000027800.14	ENSMUSG00000026519	ENSMUSG00000026519.16
ENSMUST00000159436.7	ENSMUSG00000026519	ENSMUSG00000026519.16
ENSMUST00000161523.7	ENSMUSG00000026519	ENSMUSG00000026519.16
ENSMUST00000160508.1	ENSMUSG00000026519	ENSMUSG00000026519.16
ENSMUST00000160536.1	ENSMUSG00000026519	ENSMUSG00000026519.16
ENSMUST00000225839.1	ENSMUSG00000021982	ENSMUSG00000021982.14
ENSMUST00000167100.8	ENSMUSG00000021982	ENSMUSG00000021982.14
ENSMUST00000056997.14	ENSMUSG00000021982	ENSMUSG00000021982.14
ENSMUST00000171683.2	ENSMUSG00000021982	ENSMUSG00000021982.14
ENSMUST00000022555.10	ENSMUSG00000021982	ENSMUSG00000021982.14
ENSMUST00000018710.12	ENSMUSG00000018566	ENSMUSG00000018566.14
ENSMUST00000141837.8	ENSMUSG00000018566	ENSMUSG00000018566.14
ENSMUST00000179298.2	ENSMUSG00000018566	ENSMUSG00000018566.14
ENSMUST00000142500.7	ENSMUSG00000018566	ENSMUSG00000018566.14
ENSMUST00000135437.2	ENSMUSG00000018566	ENSMUSG00000018566.14
ENSMUST00000225495.1	ENSMUSG00000024982	ENSMUSG00000024982.10
ENSMUST00000224897.1	ENSMUSG00000024982	ENSMUSG00000024982.10
ENSMUST00000076891.6	ENSMUSG00000024982	ENSMUSG00000024982.10
ENSMUST00000224291.1	ENSMUSG00000024982	ENSMUSG00000024982.10
ENSMUST00000063140.14	ENSMUSG00000032360	ENSMUSG00000032360.16
ENSMUST00000184757.1	ENSMUSG00000032360	ENSMUSG00000032360.16
ENSMUST00000173306.1	ENSMUSG00000036139	ENSMUSG00000036139.6
ENSMUST00000001706.6	ENSMUSG00000036139	ENSMUSG00000036139.6
ENSMUST00000238192.1	ENSMUSG00000002076	ENSMUSG00000002076.12
ENSMUST00000133308.2	ENSMUSG00000002076	ENSMUSG00000002076.12
ENSMUST00000002145.11	ENSMUSG00000002076	ENSMUSG00000002076.12
ENSMUST00000184647.1	ENSMUSG00000098470	ENSMUSG00000098470.1
ENSMUST00000082026.13	ENSMUSG00000038024	ENSMUSG00000038024.17
ENSMUST00000142837.2	ENSMUSG00000038024	ENSMUSG00000038024.17
ENSMUST00000045512.14	ENSMUSG00000038024	ENSMUSG00000038024.17
ENSMUST00000001699.7	ENSMUSG00000022484	ENSMUSG00000022484.7
ENSMUST00000068797.2	ENSMUSG00000079343	ENSMUSG00000079343.4
ENSMUST00000218020.1	ENSMUSG00000079343	ENSMUSG00000079343.4
ENSMUST00000001703.7	ENSMUSG00000001657	ENSMUSG00000001657.7
ENSMUST00000001709.2	ENSMUSG00000022485	ENSMUSG00000022485.3
ENSMUST00000160505.7	ENSMUSG00000038521	ENSMUSG00000038521.17
ENSMUST00000162443.7	ENSMUSG00000038521	ENSMUSG00000038521.17
ENSMUST00000159463.7	ENSMUSG00000038521	ENSMUSG00000038521.17
ENSMUST00000162844.1	ENSMUSG00000038521	ENSMUSG00000038521.17
ENSMUST00000034692.8	ENSMUSG00000032172	ENSMUSG00000032172.8
ENSMUST00000215999.1	ENSMUSG00000032172	ENSMUSG00000032172.8
ENSMUST00000217198.1	ENSMUSG00000032172	ENSMUSG00000032172.8
ENSMUST00000001711.5	ENSMUSG00000001661	ENSMUSG00000001661.5
ENSMUST00000006828.8	ENSMUSG00000006651	ENSMUSG00000006651.8
ENSMUST00000109539.7	ENSMUSG00000020288	ENSMUSG00000020288.13
ENSMUST00000020529.12	ENSMUSG00000020288	ENSMUSG00000020288.13
ENSMUST00000128372.7	ENSMUSG00000020288	ENSMUSG00000020288.13
ENSMUST00000147157.7	ENSMUSG00000020288	ENSMUSG00000020288.13
ENSMUST00000128559.1	ENSMUSG00000020288	ENSMUSG00000020288.13
ENSMUST00000029252.7	ENSMUSG00000027702	ENSMUSG00000027702.7
ENSMUST00000112498.2	ENSMUSG00000024074	ENSMUSG00000024074.8
ENSMUST00000234546.1	ENSMUSG00000024074	ENSMUSG00000024074.8
ENSMUST00000234700.1	ENSMUSG00000024074	ENSMUSG00000024074.8
ENSMUST00000234964.1	ENSMUSG00000024074	ENSMUSG00000024074.8
ENSMUST00000234439.1	ENSMUSG00000024074	ENSMUSG00000024074.8
ENSMUST00000093955.11	ENSMUSG00000020485	ENSMUSG00000020485.14
ENSMUST00000035227.7	ENSMUSG00000032606	ENSMUSG00000032606.7
ENSMUST00000108267.7	ENSMUSG00000027703	ENSMUSG00000027703.16
ENSMUST00000108265.2	ENSMUSG00000027703	ENSMUSG00000027703.16
ENSMUST00000172350.7	ENSMUSG00000027703	ENSMUSG00000027703.16
ENSMUST00000183437.7	ENSMUSG00000032358	ENSMUSG00000032358.12
ENSMUST00000098546.3	ENSMUSG00000032358	ENSMUSG00000032358.12
ENSMUST00000115744.1	ENSMUSG00000046269	ENSMUSG00000046269.17
ENSMUST00000191497.1	ENSMUSG00000046269	ENSMUSG00000046269.17
ENSMUST00000036072.7	ENSMUSG00000034959	ENSMUSG00000034959.8
ENSMUST00000116605.7	ENSMUSG00000029910	ENSMUSG00000029910.14
ENSMUST00000101343.1	ENSMUSG00000029910	ENSMUSG00000029910.14
ENSMUST00000035230.6	ENSMUSG00000032607	ENSMUSG00000032607.12
ENSMUST00000030317.13	ENSMUSG00000028583	ENSMUSG00000028583.14
ENSMUST00000119654.1	ENSMUSG00000028583	ENSMUSG00000028583.14
ENSMUST00000019482.7	ENSMUSG00000019338	ENSMUSG00000019338.13
ENSMUST00000132195.7	ENSMUSG00000019338	ENSMUSG00000019338.13
ENSMUST00000149747.1	ENSMUSG00000019338	ENSMUSG00000019338.13
ENSMUST00000128438.1	ENSMUSG00000019338	ENSMUSG00000019338.13
ENSMUST00000144623.1	ENSMUSG00000029314	ENSMUSG00000029314.14
ENSMUST00000112887.7	ENSMUSG00000029314	ENSMUSG00000029314.14
ENSMUST00000031255.14	ENSMUSG00000029314	ENSMUSG00000029314.14
ENSMUST00000092990.3	ENSMUSG00000029314	ENSMUSG00000029314.14
ENSMUST00000145612.1	ENSMUSG00000029314	ENSMUSG00000029314.14
ENSMUST00000196984.1	ENSMUSG00000039831	ENSMUSG00000039831.16
ENSMUST00000037958.13	ENSMUSG00000039831	ENSMUSG00000039831.16
ENSMUST00000196904.4	ENSMUSG00000039831	ENSMUSG00000039831.16
ENSMUST00000196479.4	ENSMUSG00000039831	ENSMUSG00000039831.16
ENSMUST00000197155.4	ENSMUSG00000039831	ENSMUSG00000039831.16
ENSMUST00000198914.1	ENSMUSG00000039831	ENSMUSG00000039831.16
ENSMUST00000027667.12	ENSMUSG00000026413	ENSMUSG00000026413.12
ENSMUST00000163260.7	ENSMUSG00000026413	ENSMUSG00000026413.12
ENSMUST00000186574.6	ENSMUSG00000026104	ENSMUSG00000026104.14
ENSMUST00000070968.13	ENSMUSG00000026104	ENSMUSG00000026104.14
ENSMUST00000191435.6	ENSMUSG00000026104	ENSMUSG00000026104.14
ENSMUST00000186857.6	ENSMUSG00000026104	ENSMUSG00000026104.14
ENSMUST00000188681.6	ENSMUSG00000026104	ENSMUSG00000026104.14
ENSMUST00000189347.6	ENSMUSG00000026104	ENSMUSG00000026104.14
ENSMUST00000186057.6	ENSMUSG00000026104	ENSMUSG00000026104.14
ENSMUST00000189244.6	ENSMUSG00000026104	ENSMUSG00000026104.14
ENSMUST00000070524.4	ENSMUSG00000056429	ENSMUSG00000056429.4
ENSMUST00000188931.6	ENSMUSG00000026203	ENSMUSG00000026203.16
ENSMUST00000188346.6	ENSMUSG00000026203	ENSMUSG00000026203.16
ENSMUST00000188290.6	ENSMUSG00000026203	ENSMUSG00000026203.16
ENSMUST00000187058.6	ENSMUSG00000026203	ENSMUSG00000026203.16
ENSMUST00000185654.2	ENSMUSG00000026203	ENSMUSG00000026203.16
ENSMUST00000055223.13	ENSMUSG00000026203	ENSMUSG00000026203.16
ENSMUST00000082158.12	ENSMUSG00000026203	ENSMUSG00000026203.16
ENSMUST00000109256.10	ENSMUSG00000036167	ENSMUSG00000036167.16
ENSMUST00000049122.15	ENSMUSG00000036167	ENSMUSG00000036167.16
ENSMUST00000068457.14	ENSMUSG00000036167	ENSMUSG00000036167.16
ENSMUST00000229071.1	ENSMUSG00000036167	ENSMUSG00000036167.16
ENSMUST00000165935.1	ENSMUSG00000036167	ENSMUSG00000036167.16
ENSMUST00000230385.1	ENSMUSG00000036167	ENSMUSG00000036167.16
ENSMUST00000065302.7	ENSMUSG00000064128	ENSMUSG00000064128.8
ENSMUST00000225951.1	ENSMUSG00000064128	ENSMUSG00000064128.8
ENSMUST00000229861.1	ENSMUSG00000064128	ENSMUSG00000064128.8
ENSMUST00000029803.11	ENSMUSG00000028156	ENSMUSG00000028156.12
ENSMUST00000200020.4	ENSMUSG00000028156	ENSMUSG00000028156.12
ENSMUST00000196990.4	ENSMUSG00000028156	ENSMUSG00000028156.12
ENSMUST00000200239.4	ENSMUSG00000028156	ENSMUSG00000028156.12
ENSMUST00000200100.1	ENSMUSG00000028156	ENSMUSG00000028156.12
ENSMUST00000070597.12	ENSMUSG00000056666	ENSMUSG00000056666.13
ENSMUST00000176364.7	ENSMUSG00000056666	ENSMUSG00000056666.13
ENSMUST00000176168.2	ENSMUSG00000056666	ENSMUSG00000056666.13
ENSMUST00000205878.1	ENSMUSG00000056666	ENSMUSG00000056666.13
ENSMUST00000129071.1	ENSMUSG00000056666	ENSMUSG00000056666.13
ENSMUST00000072287.11	ENSMUSG00000038861	ENSMUSG00000038861.14
ENSMUST00000167008.7	ENSMUSG00000038861	ENSMUSG00000038861.14
ENSMUST00000107251.8	ENSMUSG00000038861	ENSMUSG00000038861.14
ENSMUST00000125476.7	ENSMUSG00000038861	ENSMUSG00000038861.14
ENSMUST00000138209.3	ENSMUSG00000038861	ENSMUSG00000038861.14
ENSMUST00000133297.1	ENSMUSG00000038861	ENSMUSG00000038861.14
ENSMUST00000022574.4	ENSMUSG00000021997	ENSMUSG00000021997.4
ENSMUST00000080335.10	ENSMUSG00000058897	ENSMUSG00000058897.18
ENSMUST00000106353.1	ENSMUSG00000058897	ENSMUSG00000058897.18
ENSMUST00000238846.1	ENSMUSG00000058897	ENSMUSG00000058897.18
ENSMUST00000009790.13	ENSMUSG00000009646	ENSMUSG00000009646.13
ENSMUST00000162643.1	ENSMUSG00000009646	ENSMUSG00000009646.13
ENSMUST00000007959.13	ENSMUSG00000007815	ENSMUSG00000007815.13
ENSMUST00000194701.5	ENSMUSG00000007815	ENSMUSG00000007815.13
ENSMUST00000193490.1	ENSMUSG00000007815	ENSMUSG00000007815.13
ENSMUST00000024011.9	ENSMUSG00000023243	ENSMUSG00000023243.9
ENSMUST00000066568.5	ENSMUSG00000053870	ENSMUSG00000053870.7
ENSMUST00000084894.14	ENSMUSG00000030653	ENSMUSG00000030653.17
ENSMUST00000033913.10	ENSMUSG00000031516	ENSMUSG00000031516.11
ENSMUST00000143411.1	ENSMUSG00000031516	ENSMUSG00000031516.11
ENSMUST00000117243.7	ENSMUSG00000031516	ENSMUSG00000031516.11
ENSMUST00000118811.7	ENSMUSG00000031516	ENSMUSG00000031516.11
ENSMUST00000152422.7	ENSMUSG00000031516	ENSMUSG00000031516.11
ENSMUST00000105698.2	ENSMUSG00000070577	ENSMUSG00000070577.5
ENSMUST00000114410.9	ENSMUSG00000054770	ENSMUSG00000054770.16
ENSMUST00000159826.1	ENSMUSG00000054770	ENSMUSG00000054770.16
ENSMUST00000164963.7	ENSMUSG00000054770	ENSMUSG00000054770.16
ENSMUST00000113355.8	ENSMUSG00000030064	ENSMUSG00000030064.16
ENSMUST00000113359.7	ENSMUSG00000030064	ENSMUSG00000030064.16
ENSMUST00000032146.13	ENSMUSG00000030064	ENSMUSG00000030064.16
ENSMUST00000124050.2	ENSMUSG00000030064	ENSMUSG00000030064.16
ENSMUST00000044725.8	ENSMUSG00000039461	ENSMUSG00000039461.12
ENSMUST00000192886.5	ENSMUSG00000039461	ENSMUSG00000039461.12
